"","class","pland","pd","ed","shape_mn","pa"
"27039",0,39.1304347826087,3623.1884057971,2210.14492753623,1.9133247832066,0
"27040",1,71.7391304347826,1207.72946859903,1884.05797101449,2.46182981958665,0
"27041",1,70.6521739130435,3623.1884057971,2246.3768115942,1.64669827722185,0
"27042",1,58.695652173913,3623.1884057971,2898.55072463768,2.03209369308428,0
"27043",1,46.4285714285714,7936.50793650794,2460.31746031746,1.29662108868794,0
"27044",1,84.6153846153846,1221.00122100122,1465.20146520147,2.22223124096294,0
"27045",0,50.5494505494505,2442.00244200244,2710.62271062271,1.99071198499986,0
"27046",1,88.0434782608696,1207.72946859903,1086.95652173913,1.83333333333333,0
"27047",1,97.7777777777778,1234.56790123457,259.259259259259,1.22590411904476,0
"27048",0,91.1111111111111,1234.56790123457,888.888888888889,1.6564728911227,0
"27049",1,89.1304347826087,1207.72946859903,1014.49275362319,1.71168865416012,0
"27050",1,86.9565217391304,1207.72946859903,1195.65217391304,1.95655948031232,0
"27051",1,94.5054945054945,1221.00122100122,586.080586080586,1.50965882484814,0
"27052",1,54.3478260869565,2415.45893719807,2427.53623188406,2.0869967789998,0
"27053",1,48.3516483516483,2442.00244200244,2051.28205128205,1.82452236350328,0
"27054",1,42.3913043478261,7246.3768115942,2572.46376811594,1.42852243258202,0
"27055",1,70.3296703296703,1221.00122100122,2051.28205128205,2.5,0
"27056",0,42.5925925925926,6172.83950617284,1913.58024691358,1.36824475875968,0
"27057",0,80.4347826086957,1207.72946859903,1702.89855072464,2.32495277487639,0
"27058",0,31.5217391304348,10869.5652173913,1956.52173913043,1.1787869523951,0
"27059",1,86.9565217391304,1207.72946859903,1340.57971014493,2.06836287918731,0
"27060",0,56.5217391304348,1207.72946859903,2789.85507246377,3.53621375093584,0
"27061",0,84.7826086956522,1207.72946859903,1376.8115942029,1.98148480975304,0
"27062",1,75,1207.72946859903,1702.89855072464,2.28733120862961,0
"27063",0,27.4725274725275,6105.0061050061,2087.91208791209,1.45018155120593,0
"27064",1,72.8260869565217,1207.72946859903,2137.68115942029,2.56555833148241,0
"27065",1,61.9565217391304,1207.72946859903,2137.68115942029,2.51661147842358,0
"27066",1,84.7826086956522,1207.72946859903,1231.88405797101,1.98148480975304,0
"27067",1,92.3913043478261,1207.72946859903,797.101449275362,1.57274581918526,0
"27068",0,67.032967032967,2442.00244200244,1831.50183150183,1.69416986508062,0
"27069",1,63.0434782608696,1207.72946859903,2173.91304347826,2.56047544076459,0
"27070",1,96.7391304347826,1207.72946859903,362.31884057971,1.32499735000795,0
"27071",1,94.5652173913043,1207.72946859903,652.173913043478,1.5545631755148,0
"27072",1,51.0869565217391,3623.1884057971,2536.23188405797,1.78390904974511,0
"27073",0,93.4782608695652,1207.72946859903,652.173913043478,1.56357521144986,0
"27074",0,72.8260869565217,1207.72946859903,2101.44927536232,2.62664305366056,0
"27075",1,93.4065934065934,1221.00122100122,549.450549450549,1.41004797582127,0
"27076",1,89.1304347826087,1207.72946859903,1195.65217391304,1.87733594327239,0
"27077",0,61.9047619047619,1322.75132275132,2142.85714285714,2.63482593206984,0
"27078",1,67.3913043478261,1207.72946859903,2065.21739130435,2.60350260350391,0
"27079",1,73.3333333333333,1234.56790123457,1740.74074074074,2.15410109213832,0
"27080",1,76.5625,1736.11111111111,2083.33333333333,2.35714285714286,0
"27081",0,16.2790697674419,7751.93798449612,1007.7519379845,1.08333333333333,0
"27082",1,90.9090909090909,1683.50168350168,909.090909090909,1.61374306091976,0
"27083",1,39.5604395604396,6105.0061050061,2271.06227106227,1.36781675758465,0
"27084",1,50,3623.1884057971,2318.84057971014,1.64390671018172,0
"27085",1,98.6486486486486,1501.5015015015,135.135135135135,1.11189089836324,0
"27086",0,30.4347826086957,8454.10628019324,2137.68115942029,1.28115465414237,0
"27087",1,91.2087912087912,1221.00122100122,879.120879120879,1.59158176985051,0
"27088",1,61.9565217391304,1207.72946859903,2463.76811594203,3.24510427480936,0
"27089",0,42.3913043478261,4830.91787439614,2500,1.55648251204879,0
"27090",1,76.0869565217391,2415.45893719807,1811.59420289855,1.88365025844729,0
"27091",0,70,2469.13580246914,2037.03703703704,1.80175130175195,0
"27092",1,92.3913043478261,1207.72946859903,579.710144927536,1.41004797582127,0
"27093",1,58.4905660377359,2096.43605870021,2327.04402515723,2.1552636243213,0
"27094",0,4.54545454545455,3367.00336700337,454.545454545455,1.03033008588991,0
"27095",1,92.3913043478261,1207.72946859903,797.101449275362,1.51851320473059,0
"27096",0,40.2173913043478,6038.64734299517,2355.07246376812,1.47836504728288,0
"27097",1,86.9565217391304,1207.72946859903,1231.88405797101,1.90065778087482,0
"27098",1,81.5217391304348,1207.72946859903,1594.20289855072,2.25166604983954,0
"27099",0,42.3913043478261,3623.1884057971,2318.84057971014,1.86810358440447,0
"27100",1,91.304347826087,1207.72946859903,760.869565217391,1.58207970421094,0
"27101",1,89.010989010989,1221.00122100122,989.010989010989,1.66666666666667,0
"27102",1,79.3478260869565,1207.72946859903,1557.97101449275,2.22378179672648,0
"27103",0,33.695652173913,6038.64734299517,1666.66666666667,1.25777353914776,0
"27104",1,84.2696629213483,1248.43945068664,1123.59550561798,1.78978583448784,0
"27105",1,71.4285714285714,2442.00244200244,2124.54212454212,1.75,0
"27106",1,76.0869565217391,1207.72946859903,1992.75362318841,2.50998007960223,0
"27107",1,90.2173913043478,1207.72946859903,724.63768115942,1.48181750986082,0
"27108",1,50,4830.91787439614,2826.08695652174,1.67666212116744,0
"27109",1,93.4782608695652,1207.72946859903,688.405797101449,1.50965882484814,0
"27110",0,64.1304347826087,1207.72946859903,2391.30434782609,2.86415604157812,0
"27111",1,50.561797752809,4993.75780274657,2209.73782771536,1.43568059842999,0
"27112",1,79.1208791208791,1221.00122100122,1611.72161172161,2.12132034355964,0
"27113",1,75,1207.72946859903,1811.59420289855,2.58829584134404,0
"27114",0,18.4782608695652,10869.5652173913,1666.66666666667,1.1008308097902,0
"27115",1,92.3913043478261,1207.72946859903,905.797101449275,1.73544366254925,0
"27116",0,68.4782608695652,1207.72946859903,2137.68115942029,2.64575131106459,0
"27117",1,43.4782608695652,8454.10628019324,2355.07246376812,1.25924130054045,0
"27118",0,85.7142857142857,1221.00122100122,1208.79120879121,1.86825710633858,0
"27119",1,93.4782608695652,1207.72946859903,615.942028985507,1.4018260516447,0
"27120",0,19.7368421052632,10233.918128655,1798.24561403509,1.22054111927218,0
"27121",0,54.6875,1736.11111111111,2187.5,2.53546276418555,0
"27122",1,76.0869565217391,1207.72946859903,1340.57971014493,1.97212720540175,0
"27123",1,88.0434782608696,1207.72946859903,1268.11594202899,2,0
"27124",0,26.3736263736264,9768.00976800977,1575.09157509158,1.11428436599359,0
"27125",1,89.1304347826087,1207.72946859903,1195.65217391304,1.93255170630981,0
"27126",1,96.7032967032967,1221.00122100122,293.040293040293,1.17260393995586,0
"27127",1,89.010989010989,1221.00122100122,1208.79120879121,1.88888888888889,0
"27128",1,64.1304347826087,2415.45893719807,2644.92753623188,1.97719736967188,0
"27129",0,23.9130434782609,8454.10628019324,1775.36231884058,1.18974500089123,0
"27130",0,38.4615384615385,6105.0061050061,2307.69230769231,1.4299574311637,0
"27131",1,95.6521739130435,1207.72946859903,362.31884057971,1.22590411904476,0
"27132",1,87.719298245614,1949.31773879142,1111.11111111111,1.62634559672906,0
"27133",1,68.4782608695652,1207.72946859903,2137.68115942029,2.64575131106459,0
"27134",1,58.695652173913,1207.72946859903,2572.46376811594,3.12990356022295,0
"27135",1,65.9340659340659,2442.00244200244,2087.91208791209,1.83443633755344,0
"27136",0,22.8260869565217,9661.83574879227,1594.20289855072,1.12749532833981,0
"27137",1,66.304347826087,1207.72946859903,2572.46376811594,3.3289588782553,0
"27138",0,50.5494505494505,4884.00488400488,2490.84249084249,1.61820736169552,0
"27139",1,77.7777777777778,1234.56790123457,1740.74074074074,2.27093435773535,0
"27140",1,94.5054945054945,1221.00122100122,586.080586080586,1.4018260516447,0
"27141",1,40.2173913043478,7246.3768115942,2644.92753623188,1.39150029909958,0
"27142",1,90.2173913043478,1207.72946859903,1050.72463768116,1.81111028982989,0
"27143",0,70.6521739130435,1207.72946859903,2101.44927536232,2.79078152825719,0
"27144",0,48.9130434782609,3623.1884057971,2065.21739130435,1.66945358352654,0
"27145",1,71.4285714285714,1221.00122100122,1721.61172161172,2.48069469178417,0
"27146",1,92.3913043478261,1207.72946859903,724.63768115942,1.57274581918526,0
"27147",0,51.0869565217391,2415.45893719807,1884.05797101449,1.8210845655729,0
"27148",1,90.2173913043478,1207.72946859903,1014.49275362319,1.75622815983505,0
"27149",1,70.7865168539326,1248.43945068664,2059.92509363296,2.64575131106459,0
"27150",0,61.9565217391304,4830.91787439614,1956.52173913043,1.40827503466006,0
"27151",1,45.0549450549451,6105.0061050061,2490.84249084249,1.45412988055238,0
"27152",1,49.4505494505495,1221.00122100122,2490.84249084249,3.2050307677497,0
"27153",1,92.3913043478261,1207.72946859903,869.565217391304,1.62697843363992,0
"27154",1,78.2608695652174,1207.72946859903,1884.05797101449,2.41594816905404,0
"27155",1,85.8695652173913,2415.45893719807,1268.11594202899,1.43412855316929,0
"27156",1,93.4782608695652,1207.72946859903,543.478260869565,1.34790966504298,0
"27157",0,65.2173913043478,2415.45893719807,1920.28985507246,1.73679465431783,0
"27158",1,82.0224719101124,1248.43945068664,1348.31460674157,1.93117892873615,0
"27159",0,41.304347826087,6038.64734299517,2500,1.51710126040365,0
"27160",1,33.695652173913,6038.64734299517,2355.07246376812,1.36353051885888,0
"27161",0,50,2415.45893719807,2572.46376811594,2.13978318349985,0
"27162",1,97.8260869565217,1207.72946859903,217.391304347826,1.15950180872841,0
"27163",1,93.4782608695652,1207.72946859903,797.101449275362,1.6714079846533,0
"27164",0,26.0869565217391,7246.3768115942,1847.82608695652,1.3361248480116,0
"27165",0,15.2173913043478,6038.64734299517,1195.65217391304,1.09761904745764,0
"27166",1,93.4782608695652,1207.72946859903,615.942028985507,1.34790966504298,0
"27167",1,76.5625,1736.11111111111,1666.66666666667,2.21428571428571,0
"27168",1,34.7826086956522,6038.64734299517,2137.68115942029,1.46279746782623,0
"27169",1,86.9565217391304,1207.72946859903,1086.95652173913,1.78885438199983,0
"27170",0,46.7391304347826,6038.64734299517,2028.98550724638,1.317461030628,0
"27171",1,77.1739130434783,1207.72946859903,1992.75362318841,2.72959781384586,0
"27172",0,62.5,3968.25396825397,2321.42857142857,1.65773048665396,0
"27173",1,89.7435897435898,1424.50142450142,940.17094017094,1.67332005306815,0
"27174",0,63.0434782608696,1207.72946859903,2644.92753623188,3.08570117220348,0
"27175",1,75,1207.72946859903,2028.98550724638,2.52810291480115,0
"27176",1,37.5,9259.25925925926,2222.22222222222,1.28444141201665,0
"27177",1,75,2415.45893719807,1775.36231884058,1.65204421892258,0
"27178",0,84.7826086956522,1207.72946859903,1340.57971014493,2.0947125131675,0
"27179",1,89.1304347826087,1207.72946859903,1195.65217391304,1.93255170630981,0
"27180",1,78.2608695652174,1207.72946859903,1449.27536231884,2.12132034355964,0
"27181",0,23.9130434782609,7246.3768115942,1739.13043478261,1.30456071535733,0
"27182",1,51.3157894736842,2923.97660818713,2149.12280701754,1.7977713690461,0
"27183",1,70.6521739130435,2415.45893719807,2137.68115942029,1.78125,0
"27184",0,32.8947368421053,2923.97660818713,2149.12280701754,2.13959274004758,0
"27185",1,67.032967032967,1221.00122100122,2197.8021978022,2.75279291855726,0
"27186",1,93.4782608695652,1207.72946859903,760.869565217391,1.56357521144986,0
"27187",1,68.4782608695652,2415.45893719807,2173.91304347826,1.73825123825186,0
"27188",1,91.304347826087,1207.72946859903,797.101449275362,1.69118864932894,0
"27189",1,92.3076923076923,1424.50142450142,811.965811965812,1.59099025766973,0
"27190",1,51.0869565217391,3623.1884057971,1521.73913043478,1.48578504949226,0
"27191",1,96.7391304347826,1207.72946859903,326.086956521739,1.27199745600763,0
"27192",1,94.4444444444444,1234.56790123457,518.518518518518,1.41004797582127,0
"27193",1,96.969696969697,1683.50168350168,252.525252525253,1.125,0
"27194",1,71.4285714285714,1221.00122100122,2307.69230769231,2.85279889555179,0
"27195",0,10.8695652173913,6038.64734299517,869.565217391304,1.08046019165594,0
"27196",1,92.3913043478261,1207.72946859903,724.63768115942,1.57274581918526,0
"27197",1,80.4347826086957,1207.72946859903,1630.4347826087,2.20870513613257,0
"27198",0,85.8695652173913,1207.72946859903,1195.65217391304,1.91264943157424,0
"27199",0,60.8695652173913,2415.45893719807,2137.68115942029,2.02258205350687,0
"27200",0,39.1304347826087,3623.1884057971,1920.28985507246,1.72294654511719,0
"27201",1,81.5217391304348,1207.72946859903,1521.73913043478,2.25166604983954,0
"27202",1,84.7826086956522,1207.72946859903,1449.27536231884,2.15132636487473,0
"27203",0,55.4347826086957,3623.1884057971,2065.21739130435,1.5,0
"27204",1,98.9130434782609,1207.72946859903,144.927536231884,1.15311332039411,0
"27205",1,65.2173913043478,1207.72946859903,2355.07246376812,3.22748612183951,0
"27206",0,40.5405405405405,7507.50750750751,2027.02702702703,1.2292709197555,0
"27207",1,63.0434782608696,2415.45893719807,2463.76811594203,1.92387228384492,0
"27208",0,41.7582417582418,7326.00732600733,2307.69230769231,1.35258424294885,0
"27209",1,59.7826086956522,3623.1884057971,2355.07246376812,1.70657215812811,0
"27210",1,92.8571428571428,1322.75132275132,634.920634920635,1.47196014438797,0
"27211",1,95.5555555555555,1234.56790123457,555.555555555556,1.45574243824642,0
"27212",1,39.1304347826087,4830.91787439614,2500,1.62696300356912,0
"27213",1,85.7142857142857,1221.00122100122,1318.68131868132,2.0947125131675,0
"27214",1,80.4347826086957,1207.72946859903,1340.57971014493,1.91808603927302,0
"27215",1,48.9130434782609,2415.45893719807,2173.91304347826,1.81911213252772,0
"27216",1,93.4065934065934,1221.00122100122,659.340659340659,1.57274581918526,0
"27217",1,94.5652173913043,1207.72946859903,471.014492753623,1.28653504180535,0
"27218",0,96.7391304347826,1207.72946859903,362.31884057971,1.32499735000795,0
"27219",1,98.2142857142857,1984.12698412698,238.095238095238,1.21355975243384,0
"27220",0,92.1348314606742,1248.43945068664,898.876404494382,1.71168865416012,0
"27221",0,37.6623376623377,2886.00288600289,2424.24242424242,2.02181828129644,0
"27222",1,54.3478260869565,3623.1884057971,2427.53623188406,1.75286029886068,0
"27223",0,60.8695652173913,1207.72946859903,2355.07246376812,2.73942772960235,0
"27224",1,81.5217391304348,1207.72946859903,1485.50724637681,2.13619599600162,0
"27225",1,94.1176470588235,1307.18954248366,588.235294117647,1.45344418537486,0
"27226",0,79.1208791208791,1221.00122100122,1684.98168498169,2.29809703885628,0
"27227",0,45.6521739130435,6038.64734299517,2173.91304347826,1.4607441619605,0
"27228",1,89.010989010989,1221.00122100122,1172.16117216117,1.88888888888889,0
"27229",0,48.9130434782609,3623.1884057971,2355.07246376812,1.73404314361741,0
"27230",1,74.4186046511628,1291.98966408269,1976.74418604651,2.5,0
"27231",1,95.2380952380952,1322.75132275132,396.825396825397,1.22983738762488,0
"27232",1,40.2173913043478,6038.64734299517,1847.82608695652,1.27327732377887,0
"27233",0,76.3157894736842,1461.98830409357,1929.82456140351,2.36351579147501,0
"27234",0,87.9120879120879,1221.00122100122,1098.9010989011,1.73295268256234,0
"27235",1,82.6086956521739,1207.72946859903,1594.20289855072,2.23680340523798,0
"27236",1,91.304347826087,1207.72946859903,1014.49275362319,1.74574312188794,0
"27237",0,64.1304347826087,1207.72946859903,2644.92753623188,3.18962831903018,0
"27238",0,42.3913043478261,6038.64734299517,2355.07246376812,1.43721850124234,0
"27239",0,23.9130434782609,10869.5652173913,1847.82608695652,1.15280722984235,0
"27240",1,43.4782608695652,4830.91787439614,2065.21739130435,1.43757282669479,0
"27241",1,100,2364.06619385343,0,1.02105494048526,0
"27242",1,94.4444444444444,2057.61316872428,555.555555555556,1.33026607982661,0
"27243",1,81.5217391304348,1207.72946859903,1557.97101449275,2.19393102292058,0
"27244",1,86.6666666666667,1234.56790123457,1370.37037037037,2.03809866146027,0
"27245",1,65.2173913043478,1207.72946859903,2210.14492753623,2.77563806478198,0
"27246",1,86.9565217391304,1207.72946859903,1268.11594202899,1.95655948031232,0
"27247",1,95.2941176470588,1307.18954248366,549.019607843137,1.44444444444444,0
"27248",1,51.0869565217391,2415.45893719807,2536.23188405797,2.38862303935551,0
"27249",1,90.9090909090909,2020.20202020202,969.69696969697,1.62634559672906,0
"27250",1,90.1098901098901,1221.00122100122,952.380952380952,1.6564728911227,0
"27251",1,78.2608695652174,1207.72946859903,1775.36231884058,2.29809703885628,0
"27252",0,63.3333333333333,2469.13580246914,1925.92592592593,1.70267558860591,0
"27253",1,32.6086956521739,7246.3768115942,2246.3768115942,1.36038136110504,0
"27254",1,84.7826086956522,1207.72946859903,1376.8115942029,2.03809866146027,0
"27255",1,38.0434782608696,4830.91787439614,2753.6231884058,1.69030226979598,0
"27256",1,51.0869565217391,3623.1884057971,2282.60869565217,1.63322493478871,0
"27257",0,60.8695652173913,3623.1884057971,2282.60869565217,1.79367844045557,0
"27258",1,95.6521739130435,1207.72946859903,434.782608695652,1.33250447722257,0
"27259",1,89.1304347826087,1207.72946859903,833.333333333333,1.49082560201043,0
"27260",0,58.695652173913,2415.45893719807,2536.23188405797,2.3284964035033,0
"27261",1,97.8021978021978,1221.00122100122,256.410256410256,1.21899756200731,0
"27262",1,17.3913043478261,6038.64734299517,1413.04347826087,1.32913534278382,0
"27263",0,79.3478260869565,1207.72946859903,1920.28985507246,2.45786409111874,0
"27264",1,64.1304347826087,1207.72946859903,2536.23188405797,2.92925049706854,0
"27265",1,59.7826086956522,1207.72946859903,2173.91304347826,2.76421943609929,0
"27266",1,95.6521739130435,1207.72946859903,362.31884057971,1.22590411904476,0
"27267",1,91.2087912087912,1221.00122100122,769.230769230769,1.48181750986082,0
"27268",1,21.7391304347826,8454.10628019324,1630.4347826087,1.16788349284493,0
"27269",1,61.9565217391304,1207.72946859903,1920.28985507246,2.64906471413009,0
"27270",0,44.7058823529412,5228.75816993464,2000,1.50133388852228,0
"27271",1,66.304347826087,2415.45893719807,2028.98550724638,1.79099444873581,0
"27272",1,91.2087912087912,1221.00122100122,732.600732600733,1.59158176985051,0
"27273",1,90.2173913043478,1207.72946859903,1014.49275362319,1.75622815983505,0
"27274",1,55.4347826086957,3623.1884057971,2210.14492753623,1.54938432890496,0
"27275",1,61.9047619047619,5291.00529100529,1904.76190476191,1.29686278467054,0
"27276",1,68.4782608695652,2415.45893719807,1956.52173913043,1.67475117475176,0
"27277",1,76.0869565217391,1207.72946859903,1811.59420289855,2.50998007960223,0
"27278",1,96.7391304347826,1207.72946859903,362.31884057971,1.27199745600763,0
"27279",1,90.2173913043478,1207.72946859903,978.260869565217,1.75622815983505,0
"27280",1,80.2197802197802,1221.00122100122,1721.61172161172,2.34082294392261,0
"27281",1,93.3333333333333,1234.56790123457,740.740740740741,1.58207970421094,0
"27282",0,71.7391304347826,1207.72946859903,2065.21739130435,2.64646705605565,0
"27283",0,NA,NA,NA,NA,0
"27284",0,62.2222222222222,1234.56790123457,2555.55555555556,2.93987366103667,0
"27285",0,73.6263736263736,1221.00122100122,2051.28205128205,2.68772777583871,0
"27286",0,55.4347826086956,2415.45893719807,2282.60869565217,2.02854882144566,0
"27287",0,76.0869565217391,1207.72946859903,1992.75362318841,2.56974151006895,0
"27288",1,80.4347826086957,1207.72946859903,1449.27536231884,2.15058131676066,0
"27289",1,90.2173913043478,1207.72946859903,869.565217391304,1.59158176985051,0
"27290",1,68.4782608695652,1207.72946859903,2246.3768115942,2.58275723222972,0
"27291",1,91.304347826087,1207.72946859903,833.333333333333,1.58207970421094,0
"27292",1,60.8695652173913,1207.72946859903,2608.69565217391,3.3407655239053,0
"27293",0,23.3333333333333,7407.40740740741,1925.92592592593,1.34307388152595,0
"27294",1,88.0434782608696,1207.72946859903,1086.95652173913,1.83333333333333,0
"27295",1,78.2608695652174,1207.72946859903,1739.13043478261,2.2391714737574,0
"27296",1,95.2380952380952,1322.75132275132,634.920634920635,1.50934588481236,0
"27297",1,85.8695652173913,1207.72946859903,1413.04347826087,2.08141261671314,0
"27298",1,93.4782608695652,1207.72946859903,543.478260869565,1.45574243824642,0
"27299",0,51.0869565217391,4830.91787439614,2246.3768115942,1.53529780574791,0
"27300",0,57.6086956521739,3623.1884057971,2137.68115942029,1.50683471708347,0
"27301",1,47.8260869565217,1207.72946859903,2427.53623188406,3.24124695421096,0
"27302",1,96.7391304347826,1207.72946859903,326.086956521739,1.27199745600763,0
"27303",1,47.2527472527472,6105.0061050061,1904.7619047619,1.25973880869848,0
"27304",1,43.4782608695652,2415.45893719807,2173.91304347826,2.05633787120016,0
"27305",1,68.4782608695652,2415.45893719807,1992.75362318841,1.68266200528597,0
"27306",0,6.52173913043478,3623.1884057971,507.246376811594,1.07178690338636,0
"27307",0,37.037037037037,10288.0658436214,2222.22222222222,1.24971591513645,0
"27308",0,40.7894736842105,4385.9649122807,2280.70175438597,1.60370852851688,0
"27309",1,92.3913043478261,1207.72946859903,869.565217391304,1.68121104809459,0
"27310",0,31.3253012048193,6693.44042838019,1967.87148594378,1.46217956283447,0
"27311",0,NA,NA,NA,NA,0
"27312",1,91.304347826087,1207.72946859903,833.333333333333,1.69118864932894,0
"27313",1,93.4782608695652,1207.72946859903,579.710144927536,1.45574243824642,0
"27314",1,90.2173913043478,1207.72946859903,905.797101449275,1.7013460298402,0
"27315",1,74.4444444444444,1234.56790123457,1851.85185185185,2.3212194427698,0
"27316",1,82.6086956521739,1207.72946859903,1702.89855072464,2.29415733870562,0
"27317",0,82.0224719101124,1248.43945068664,1348.31460674157,2.10674064953035,0
"27318",0,60.8695652173913,2415.45893719807,2318.84057971014,2.0612611751294,0
"27319",0,64.1304347826087,2415.45893719807,1956.52173913043,1.7886358251017,0
"27320",0,72.8260869565217,1207.72946859903,1992.75362318841,2.56555833148241,0
"27321",0,24.3243243243243,6006.00600600601,1711.71171171171,1.28625903190837,0
"27322",1,94.4444444444444,1234.56790123457,666.666666666667,1.57274581918526,0
"27323",0,67.3913043478261,1207.72946859903,2355.07246376812,2.98450298450448,0
"27324",1,89.4736842105263,1461.98830409357,964.912280701754,1.51584765647708,0
"27325",1,72.8260869565217,1207.72946859903,1847.82608695652,2.38230416494795,0
"27326",1,68.4782608695652,1207.72946859903,2210.14492753623,2.64575131106459,0
"27327",1,92.3076923076923,1221.00122100122,695.970695970696,1.41841628653395,0
"27328",1,92.3913043478261,1207.72946859903,797.101449275362,1.57274581918526,0
"27329",1,67.3913043478261,1207.72946859903,2318.84057971014,2.92100292100438,0
"27330",0,56.5217391304348,2415.45893719807,2391.30434782609,2.07883069362989,0
"27331",0,40.2173913043478,4830.91787439614,2391.30434782609,1.58183170961162,0
"27332",0,33.7837837837838,7507.50750750751,2207.20720720721,1.27344261868437,0
"27333",1,51.1627906976744,2583.97932816537,2248.06201550388,2.2477998381583,0
"27334",1,95.2941176470588,1307.18954248366,470.588235294118,1.33333333333333,0
"27335",1,79.3478260869565,1207.72946859903,1413.04347826087,2.10674064953035,0
"27336",1,68.1318681318681,1221.00122100122,2454.21245421245,3.11150311150467,0
"27337",1,89.1304347826087,1207.72946859903,1231.88405797101,1.98776746934724,0
"27338",1,93.4782608695652,1207.72946859903,833.333333333333,1.6714079846533,0
"27339",1,81.3186813186813,1221.00122100122,1721.61172161172,2.26682895550448,0
"27340",1,70.6521739130435,1207.72946859903,2173.91304347826,2.66674679366798,0
"27341",1,50,7122.50712250712,2521.36752136752,1.34924827953995,0
"27342",1,76.9230769230769,1221.00122100122,1611.72161172161,2.21117292726863,0
"27343",1,83.695652173913,1207.72946859903,1521.73913043478,2.1082706645033,0
"27344",0,56.5217391304348,2415.45893719807,2101.44927536232,1.8031222920257,0
"27345",1,57.7777777777778,2469.13580246914,2111.11111111111,1.92616267100148,0
"27346",0,90.1098901098901,1221.00122100122,952.380952380952,1.71168865416012,0
"27347",1,63.7362637362637,1221.00122100122,2527.47252747253,3.15135438863334,0
"27348",1,95.6521739130435,1207.72946859903,543.478260869565,1.43910483540037,0
"27349",1,73.9130434782609,1207.72946859903,1884.05797101449,2.60725796914058,0
"27350",0,57.6086956521739,1207.72946859903,2789.85507246377,3.50269438069157,0
"27351",1,75,1207.72946859903,2065.21739130435,2.64848876788692,0
"27352",0,59.7826086956522,2415.45893719807,2210.14492753623,1.89484832575153,0
"27353",1,80.5194805194805,1443.00144300144,1645.02164502165,2.03200203200305,0
"27354",0,44.5652173913044,4830.91787439614,2391.30434782609,1.57609797173714,0
"27355",1,95.5056179775281,1248.43945068664,486.89138576779,1.41004797582127,0
"27356",1,58.8235294117647,4357.29847494553,2679.7385620915,1.7534435326951,0
"27357",1,75,1207.72946859903,1956.52173913043,2.70868169442981,0
"27358",1,41.304347826087,2415.45893719807,2427.53623188406,2.19172776642532,0
"27359",0,62.6373626373626,3663.00366300366,2527.47252747253,1.75540392979928,0
"27360",1,88.0434782608696,1207.72946859903,1086.95652173913,1.83333333333333,0
"27361",1,64.7058823529412,1633.98692810458,2401.96078431373,2.63822426505543,0
"27362",1,100,2849.00284900285,0,1.04083299973307,0
