ID,track,tag,ts,x,y,step,angle,angle_deg,state
10483_81,81,10483,2023-02-22T04:32:03Z,508570.3217579105,2771183.477813777,1.2243144238538748,-0.5237472467076154,-30.008506767943462,2
10483_81,81,10483,2023-02-22T04:32:43Z,508571.45798709895,2771183.933806145,0.39797078453776497,-2.176767904082876,-124.7196138834868,2
10483_81,81,10483,2023-02-22T04:33:23Z,508571.3694583388,2771183.545806913,0.8411826315619477,-0.8257040806401541,-47.30935894741061,2
10483_81,81,10483,2023-02-22T04:34:03Z,508570.6397839254,2771183.1272815615,0.4951159950646365,0.3925598675777109,22.492023618417317,2
10483_81,81,10483,2023-02-22T04:34:43Z,508570.33720998873,2771182.735377413,0.3911164222955312,0.5291481133554323,30.31795363257634,2
10483_81,81,10483,2023-02-22T04:35:23Z,508570.2871582971,2771182.3474768023,0.8992214421010137,1.2583431646403087,72.09775251302537,2
10483_81,81,10483,2023-02-22T04:36:03Z,508571.10043277923,2771181.963831369,0.5533795121395325,0.7694423968509967,44.0858019179923,2
10483_81,81,10483,2023-02-22T04:36:43Z,508571.6241919738,2771182.14245161,0.39897089274246583,1.4895382014728689,85.34425236790268,2
10483_81,81,10483,2023-02-22T04:37:23Z,508571.52648735535,2771182.529274025,0.4254560342765773,0.16583235853032097,9.501494250487687,2
10483_81,81,10483,2023-02-22T04:38:03Z,508571.35563317966,2771182.918917051,0.3374775349927018,-0.9185115932015746,-52.626837724287384,2
10483_81,81,10483,2023-02-22T04:38:43Z,508571.5189874605,2771183.2142244596,0.9332024234425768,2.7859446319307284,159.6228693667583,2
10483_81,81,10483,2023-02-22T04:39:23Z,508570.81120747636,2771182.606018691,0.4555932320544712,0.6341490183338623,36.334062332894575,2
10483_81,81,10483,2023-02-22T04:40:03Z,508570.7087756553,2771182.162089738,0.12260542423002647,0.6088201831502211,34.88282697688947,2
10483_81,81,10483,2023-02-22T04:40:43Z,508570.754485813,2771182.0483238753,0.425861786844137,-1.5638538287317754,-89.60222416170541,2
10483_81,81,10483,2023-02-22T04:41:23Z,508570.3604394378,2771181.886813146,0.9541485893481972,1.8149826770399609,103.9908472837455,2
10483_81,81,10483,2023-02-22T04:42:03Z,508570.92501892324,2771181.117625565,0.699802711742325,-2.6777436746950416,-153.42341117787794,2
10483_81,81,10483,2023-02-22T04:42:43Z,508570.3022958547,2771181.4369057165,0.493728060951967,-2.3445300512425256,-134.33167687778734,2
10483_81,81,10483,2023-02-22T04:43:23Z,508570.77044589416,2771181.593758956,0.852687573690759,0.9443266813222944,54.10593332136293,2
10483_81,81,10483,2023-02-22T04:44:03Z,508571.0250179764,2771182.4075581655,1.8531480294676481,0.2617994812954503,15.000005356943438,2
10483_81,81,10483,2023-02-22T04:44:43Z,508571.1016723873,2771184.2591201332,0.7703270207018142,2.6958105780673636,154.45856848998267,2
10483_81,81,10483,2023-02-22T04:45:23Z,508570.74106946384,2771183.578407822,0.7788955935852925,0.2508475462643984,14.372505702162691,2
10483_81,81,10483,2023-02-22T04:46:03Z,508570.5587163579,2771182.8211590583,0.9259673976523478,1.0271554004033345,58.85166934718124,2
10483_81,81,10483,2023-02-22T04:46:43Z,508571.217030576,2771182.169977047,1.2515199858689565,-1.9137470632953266,-109.64962978237784,2
10483_81,81,10483,2023-02-22T04:47:23Z,508570.08895903797,2771181.6279836153,0.8295897567518669,0.22285498668625525,12.768650180566576,2
10483_81,81,10483,2023-02-22T04:48:03Z,508569.43909459445,2771181.112333182,0.9711792402346359,2.1148697177786717,121.17310904874142,2
10483_81,81,10483,2023-02-22T04:48:43Z,508570.349388155,2771180.773873804,0.35530155249439505,1.3150319503881553,75.34578068209836,2
10483_81,81,10483,2023-02-22T04:49:23Z,508570.55343481316,2771181.064741737,1.7404579007526695,0.5279667762556137,30.25026800257451,2
10483_81,81,10483,2023-02-22T04:50:03Z,508570.6990653703,2771182.7990962123,0.3989542707089983,0.19094579182058524,10.94038798710317,2
10483_81,81,10483,2023-02-22T04:50:43Z,508570.6563895957,2771183.1957614217,0.394531612334406,0.4185022753670411,23.97841409515325,2
10483_81,81,10483,2023-02-22T04:51:23Z,508570.45841433853,2771183.5370252356,0.7372048603276081,2.487245194477365,142.50865225774868,2
10483_81,81,10483,2023-02-22T04:52:03Z,508570.3638189508,2771182.8059146293,1.0506353186795432,0.4552961095148176,26.08654550392517,2
10483_81,81,10483,2023-02-22T04:52:43Z,508570.70091357076,2771181.810825794,0.4813468498341712,0.27174501890373526,15.569842686886803,2
10483_81,81,10483,2023-02-22T04:53:23Z,508570.97205456614,2771181.4131106315,0.4036031370952366,-0.5333962353088132,-30.561353091361937,2
10483_81,81,10483,2023-02-22T04:54:03Z,508570.99825976964,2771181.0103591206,0.4991638833358591,-1.7003148997076032,-97.42086759645552,2
10483_81,81,10483,2023-02-22T04:54:43Z,508570.500135289,2771181.0425551482,0.3490966523394575,2.262383813715834,129.62504416462875,2
10483_81,81,10483,2023-02-22T04:55:23Z,508570.704968678,2771180.7598684747,0.0843755475870496,-2.693798363811252,-154.34327710563142,2
10483_81,81,10483,2023-02-22T04:56:03Z,508570.630759319,2771180.8000207357,0.9124246361951834,-1.6049311595343547,-91.95578185035595,2
10483_81,81,10483,2023-02-22T04:56:43Z,508571.0920944746,2771181.5872237533,1.1673461579170898,0.30179691358230953,17.291689418340766,2
10483_81,81,10483,2023-02-22T04:57:23Z,508571.3562873523,2771182.724280997,0.24460538414902386,-1.6101477132539057,-92.25466836208948,2
10483_81,81,10483,2023-02-22T04:58:03Z,508571.5921836669,2771182.6595915644,1.2872051377842233,-0.7343170653769783,-42.073268670533004,2
10483_81,81,10483,2023-02-22T04:58:43Z,508572.2855331521,2771181.5750808185,0.9026298284688605,-1.3144310304940812,-75.31135050834246,2
10483_81,81,10483,2023-02-22T04:59:23Z,508571.6731773468,2771180.911936057,1.8177762684339065,-1.157273580846236,-66.30689192448118,2
10483_81,81,10483,2023-02-22T05:00:03Z,508569.9547115209,2771181.504545344,0.7391216143848331,2.750535650882446,157.594084195833,2
10483_81,81,10483,2023-02-22T05:00:43Z,508570.5088569608,2771181.015440455,0.882784331050209,-0.8634191384147549,-49.47027258198731,2
10483_81,81,10483,2023-02-22T05:01:23Z,508570.49494713836,2771180.132765718,0.6820679166161775,2.2671630113406156,129.89887201798769,2
10483_81,81,10483,2023-02-22T05:02:03Z,508571.0250431405,2771180.5619683173,0.7999544411112974,0.7048238680762421,40.383432940854185,2
10483_81,81,10483,2023-02-22T05:02:43Z,508571.17247755354,2771181.3482190417,0.37505519134812776,1.4607541447457908,83.69504740017597,2
10483_81,81,10483,2023-02-22T05:03:23Z,508570.8136681754,2771181.4574079914,0.21029915869723348,3.0411970925871614,174.247758072701,2
10483_81,81,10483,2023-02-22T05:04:03Z,508571.0077086989,2771181.376327714,0.15551481902314016,-1.5695533808752569,-89.92878444464164,2
10483_81,81,10483,2023-02-22T05:04:43Z,508570.94792877557,2771181.2327616327,0.6365961406313294,-2.4934404998113733,-142.86361710618223,2
10483_81,81,10483,2023-02-22T05:05:23Z,508570.78821648756,2771181.8489974895,0.9849273686295276,1.6096767687444213,92.22768522931116,2
10483_81,81,10483,2023-02-22T05:06:03Z,508569.8451157125,2771181.5650206427,0.9153280456036215,-0.5261700052178133,-30.14732060535721,2
10483_81,81,10483,2023-02-22T05:06:43Z,508568.9546687712,2771181.7769868565,0.21055997811360538,-2.284565787433225,-130.89597763990537,2
